year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2017,"Ruddy Turnstone",Arenaria interpres,0,73.75,0
2018,"Ruddy Turnstone",Arenaria interpres,0,51,0
2019,"Ruddy Turnstone",Arenaria interpres,0,33.91,0
2020,"Ruddy Turnstone",Arenaria interpres,0,45.6,0
2021,"Ruddy Turnstone",Arenaria interpres,5,67.1,0.0745156482861401
2015,"Sanderling",Calidris alba,0,56.5,0
2016,"Sanderling",Calidris alba,0,85.5,0
2017,"Sanderling",Calidris alba,0,73.75,0
2018,"Sanderling",Calidris alba,0,51,0
2019,"Sanderling",Calidris alba,0,33.91,0
2020,"Sanderling",Calidris alba,0,45.6,0
2021,"Sanderling",Calidris alba,16,67.1,0.2384500745156483
2015,"Least Sandpiper",Calidris minutilla,0,56.5,0
2016,"Least Sandpiper",Calidris minutilla,0,85.5,0
2017,"Least Sandpiper",Calidris minutilla,0,73.75,0
2018,"Least Sandpiper",Calidris minutilla,0,51,0
2019,"Least Sandpiper",Calidris minutilla,1,33.91,0.029489826010026542
2020,"Least Sandpiper",Calidris minutilla,0,45.6,0
2021,"Least Sandpiper",Calidris minutilla,0,67.1,0
2015,"Laughing Gull",Leucophaeus atricilla,3,56.5,0.05309734513274336
2016,"Laughing Gull",Leucophaeus atricilla,61,85.5,0.7134502923976608
2017,"Laughing Gull",Leucophaeus atricilla,134,73.75,1.8169491525423729
2018,"Laughing Gull",Leucophaeus atricilla,143,51,2.803921568627451
2019,"Laughing Gull",Leucophaeus atricilla,60,33.91,1.7693895606015926
2020,"Laughing Gull",Leucophaeus atricilla,30,45.6,0.6578947368421052
2021,"Laughing Gull",Leucophaeus atricilla,14,67.1,0.20864381520119227
2015,"Franklin's Gull",Leucophaeus pipixcan,0,56.5,0
2016,"Franklin's Gull",Leucophaeus pipixcan,14,85.5,0.16374269005847952
2017,"Franklin's Gull",Leucophaeus pipixcan,0,73.75,0
2018,"Franklin's Gull",Leucophaeus pipixcan,0,51,0
2019,"Franklin's Gull",Leucophaeus pipixcan,0,33.91,0
2020,"Franklin's Gull",Leucophaeus pipixcan,8,45.6,0.17543859649122806
2021,"Franklin's Gull",Leucophaeus pipixcan,0,67.1,0
2015,"Gull-billed Tern",Gelochelidon nilotica,0,56.5,0
2016,"Gull-billed Tern",Gelochelidon nilotica,14,85.5,0.16374269005847952
2017,"Gull-billed Tern",Gelochelidon nilotica,0,73.75,0
2018,"Gull-billed Tern",Gelochelidon nilotica,0,51,0
2019,"Gull-billed Tern",Gelochelidon nilotica,0,33.91,0
2020,"Gull-billed Tern",Gelochelidon nilotica,0,45.6,0
2021,"Gull-billed Tern",Gelochelidon nilotica,0,67.1,0
2015,"Black Tern",Chlidonias niger,0,56.5,0
2016,"Black Tern",Chlidonias niger,119,85.5,1.391812865497076
2017,"Black Tern",Chlidonias niger,0,73.75,0
2018,"Black Tern",Chlidonias niger,0,51,0
2019,"Black Tern",Chlidonias niger,0,33.91,0
2020,"Black Tern",Chlidonias niger,0,45.6,0
2021,"Black Tern",Chlidonias niger,0,67.1,0
2015,"Common Tern",Sterna hirundo,0,56.5,0
2016,"Common Tern",Sterna hirundo,1,85.5,0.011695906432748537
2017,"Common Tern",Sterna hirundo,0,73.75,0
2018,"Common Tern",Sterna hirundo,0,51,0
2019,"Common Tern",Sterna hirundo,0,33.91,0
2020,"Common Tern",Sterna hirundo,0,45.6,0
2021,"Common Tern",Sterna hirundo,0,67.1,0
2015,"Forster's Tern",Sterna forsteri,0,56.5,0
2016,"Forster's Tern",Sterna forsteri,6,85.5,0.07017543859649122
2017,"Forster's Tern",Sterna forsteri,0,73.75,0
2018,"Forster's Tern",Sterna forsteri,0,51,0
2019,"Forster's Tern",Sterna forsteri,0,33.91,0
2020,"Forster's Tern",Sterna forsteri,0,45.6,0
2021,"Forster's Tern",Sterna forsteri,0,67.1,0
2015,"Royal Tern",Thalasseus maximus,0,56.5,0
2016,"Royal Tern",Thalasseus maximus,37,85.5,0.4327485380116959
2017,"Royal Tern",Thalasseus maximus,68,73.75,0.9220338983050848
2018,"Royal Tern",Thalasseus maximus,142,51,2.784313725490196
2019,"Royal Tern",Thalasseus maximus,40,33.91,1.1795930404010617
2020,"Royal Tern",Thalasseus maximus,146,45.6,3.2017543859649122
2021,"Royal Tern",Thalasseus maximus,47,67.1,0.7004470938897169
2015,"Sandwich Tern",Thalasseus sandvicensis,0,56.5,0
2016,"Sandwich Tern",Thalasseus sandvicensis,7,85.5,0.08187134502923976
2017,"Sandwich Tern",Thalasseus sandvicensis,0,73.75,0
2018,"Sandwich Tern",Thalasseus sandvicensis,1,51,0.0196078431372549
2019,"Sandwich Tern",Thalasseus sandvicensis,0,33.91,0
2020,"Sandwich Tern",Thalasseus sandvicensis,11,45.6,0.2412280701754386
2021,"Sandwich Tern",Thalasseus sandvicensis,4,67.1,0.05961251862891208
2015,"Elegant Tern",Thalasseus elegans,0,56.5,0
2016,"Elegant Tern",Thalasseus elegans,20,85.5,0.23391812865497075
2017,"Elegant Tern",Thalasseus elegans,13,73.75,0.17627118644067796
2018,"Elegant Tern",Thalasseus elegans,0,51,0
2019,"Elegant Tern",Thalasseus elegans,0,33.91,0
2020,"Elegant Tern",Thalasseus elegans,36,45.6,0.7894736842105263
2021,"Elegant Tern",Thalasseus elegans,0,67.1,0
2015,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),6,56.5,0.10619469026548672
2016,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),4,85.5,0.04678362573099415
2017,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),15,73.75,0.2033898305084746
2018,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),1,51,0.0196078431372549
2019,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),0,33.91,0
2020,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),1,45.6,0.021929824561403508
2021,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),1,67.1,0.01490312965722802
2015,"Red-billed Pigeon",Patagioenas flavirostris,2,56.5,0.035398230088495575
2016,"Red-billed Pigeon",Patagioenas flavirostris,17,85.5,0.19883040935672514
2017,"Red-billed Pigeon",Patagioenas flavirostris,5,73.75,0.06779661016949153
2018,"Red-billed Pigeon",Patagioenas flavirostris,0,51,0
2019,"Red-billed Pigeon",Patagioenas flavirostris,3,33.91,0.08846947803007964
2020,"Red-billed Pigeon",Patagioenas flavirostris,10,45.6,0.21929824561403508
2021,"Red-billed Pigeon",Patagioenas flavirostris,17,67.1,0.2533532041728763
2015,"Inca Dove",Columbina inca,15,56.5,0.26548672566371684
2016,"Inca Dove",Columbina inca,41,85.5,0.47953216374269003
2017,"Inca Dove",Columbina inca,58,73.75,0.7864406779661017
2018,"Inca Dove",Columbina inca,35,51,0.6862745098039216
2019,"Inca Dove",Columbina inca,34,33.91,1.0026540843409024
2020,"Inca Dove",Columbina inca,30,45.6,0.6578947368421052
2021,"Inca Dove",Columbina inca,50,67.1,0.7451564828614009
2015,"Common Ground-Dove",Columbina passerina,3,56.5,0.05309734513274336
2016,"Common Ground-Dove",Columbina passerina,17,85.5,0.19883040935672514
2017,"Common Ground-Dove",Columbina passerina,12,73.75,0.16271186440677965
2018,"Common Ground-Dove",Columbina passerina,0,51,0
2019,"Common Ground-Dove",Columbina passerina,4,33.91,0.11795930404010617
2020,"Common Ground-Dove",Columbina passerina,4,45.6,0.08771929824561403
2021,"Common Ground-Dove",Columbina passerina,9,67.1,0.13412816691505217
2015,"Plain-breasted Ground-Dove",Columbina minuta,1,56.5,0.017699115044247787
2016,"Plain-breasted Ground-Dove",Columbina minuta,0,85.5,0
2017,"Plain-breasted Ground-Dove",Columbina minuta,0,73.75,0
2018,"Plain-breasted Ground-Dove",Columbina minuta,0,51,0
2019,"Plain-breasted Ground-Dove",Columbina minuta,0,33.91,0
2020,"Plain-breasted Ground-Dove",Columbina minuta,0,45.6,0
2021,"Plain-breasted Ground-Dove",Columbina minuta,0,67.1,0
2015,"Ruddy Ground-Dove",Columbina talpacoti,8,56.5,0.1415929203539823
2016,"Ruddy Ground-Dove",Columbina talpacoti,2,85.5,0.023391812865497075
2017,"Ruddy Ground-Dove",Columbina talpacoti,8,73.75,0.10847457627118644
2018,"Ruddy Ground-Dove",Columbina talpacoti,0,51,0
2019,"Ruddy Ground-Dove",Columbina talpacoti,0,33.91,0
2020,"Ruddy Ground-Dove",Columbina talpacoti,2,45.6,0.043859649122807015
2021,"Ruddy Ground-Dove",Columbina talpacoti,0,67.1,0
2015,"Ruddy Quail-Dove",Geotrygon montana,0,56.5,0
2016,"Ruddy Quail-Dove",Geotrygon montana,4,85.5,0.04678362573099415
2017,"Ruddy Quail-Dove",Geotrygon montana,0,73.75,0
2018,"Ruddy Quail-Dove",Geotrygon montana,0,51,0
2019,"Ruddy Quail-Dove",Geotrygon montana,0,33.91,0
2020,"Ruddy Quail-Dove",Geotrygon montana,0,45.6,0
2021,"Ruddy Quail-Dove",Geotrygon montana,0,67.1,0
2015,"White-tipped Dove",Leptotila verreauxi,6,56.5,0.10619469026548672
2016,"White-tipped Dove",Leptotila verreauxi,35,85.5,0.4093567251461988
2017,"White-tipped Dove",Leptotila verreauxi,18,73.75,0.2440677966101695
2018,"White-tipped Dove",Leptotila verreauxi,8,51,0.1568627450980392
2019,"White-tipped Dove",Leptotila verreauxi,12,33.91,0.35387791212031855
2020,"White-tipped Dove",Leptotila verreauxi,18,45.6,0.39473684210526316
2021,"White-tipped Dove",Leptotila verreauxi,40,67.1,0.5961251862891208
2015,"Gray-chested Dove",Leptotila cassinii,0,56.5,0
2016,"Gray-chested Dove",Leptotila cassinii,0,85.5,0
2017,"Gray-chested Dove",Leptotila cassinii,0,73.75,0
2018,"Gray-chested Dove",Leptotila cassinii,0,51,0
2019,"Gray-chested Dove",Leptotila cassinii,0,33.91,0
2020,"Gray-chested Dove",Leptotila cassinii,0,45.6,0
2021,"Gray-chested Dove",Leptotila cassinii,1,67.1,0.01490312965722802
2015,"White-winged Dove",Zenaida asiatica,23,56.5,0.40707964601769914
2016,"White-winged Dove",Zenaida asiatica,33,85.5,0.38596491228070173
2017,"White-winged Dove",Zenaida asiatica,26,73.75,0.3525423728813559
2018,"White-winged Dove",Zenaida asiatica,28,51,0.5490196078431373
2019,"White-winged Dove",Zenaida asiatica,15,33.91,0.44234739015039815
2020,"White-winged Dove",Zenaida asiatica,23,45.6,0.5043859649122807
2021,"White-winged Dove",Zenaida asiatica,44,67.1,0.6557377049180328
2015,"Squirrel Cuckoo",Piaya cayana,14,56.5,0.24778761061946902
2016,"Squirrel Cuckoo",Piaya cayana,25,85.5,0.29239766081871343
2017,"Squirrel Cuckoo",Piaya cayana,11,73.75,0.14915254237288136
2018,"Squirrel Cuckoo",Piaya cayana,10,51,0.19607843137254902
2019,"Squirrel Cuckoo",Piaya cayana,15,33.91,0.44234739015039815
2020,"Squirrel Cuckoo",Piaya cayana,18,45.6,0.39473684210526316
2021,"Squirrel Cuckoo",Piaya cayana,31,67.1,0.4619970193740686
2015,"Mangrove Cuckoo",Coccyzus minor,0,56.5,0
2016,"Mangrove Cuckoo",Coccyzus minor,2,85.5,0.023391812865497075
2017,"Mangrove Cuckoo",Coccyzus minor,2,73.75,0.02711864406779661
2018,"Mangrove Cuckoo",Coccyzus minor,3,51,0.058823529411764705
2019,"Mangrove Cuckoo",Coccyzus minor,2,33.91,0.058979652020053085
2020,"Mangrove Cuckoo",Coccyzus minor,5,45.6,0.10964912280701754
2021,"Mangrove Cuckoo",Coccyzus minor,0,67.1,0
2015,"Lesser Ground-Cuckoo",Morococcyx erythropygus,2,56.5,0.035398230088495575
2016,"Lesser Ground-Cuckoo",Morococcyx erythropygus,4,85.5,0.04678362573099415
2017,"Lesser Ground-Cuckoo",Morococcyx erythropygus,8,73.75,0.10847457627118644
2018,"Lesser Ground-Cuckoo",Morococcyx erythropygus,0,51,0
2019,"Lesser Ground-Cuckoo",Morococcyx erythropygus,2,33.91,0.058979652020053085
2020,"Lesser Ground-Cuckoo",Morococcyx erythropygus,1,45.6,0.021929824561403508
2021,"Lesser Ground-Cuckoo",Morococcyx erythropygus,3,67.1,0.044709388971684055
2015,"Groove-billed Ani",Crotophaga sulcirostris,34,56.5,0.6017699115044248
2016,"Groove-billed Ani",Crotophaga sulcirostris,39,85.5,0.45614035087719296
2017,"Groove-billed Ani",Crotophaga sulcirostris,47,73.75,0.6372881355932203
2018,"Groove-billed Ani",Crotophaga sulcirostris,41,51,0.803921568627451
2019,"Groove-billed Ani",Crotophaga sulcirostris,37,33.91,1.091123562370982
2020,"Groove-billed Ani",Crotophaga sulcirostris,52,45.6,1.1403508771929824
2021,"Groove-billed Ani",Crotophaga sulcirostris,57,67.1,0.8494783904619971
2015,"Barn Owl",Tyto alba,0,56.5,0
2016,"Barn Owl",Tyto alba,0,85.5,0
2017,"Barn Owl",Tyto alba,0,73.75,0
2018,"Barn Owl",Tyto alba,0,51,0
2019,"Barn Owl",Tyto alba,1,33.91,0.029489826010026542
2020,"Barn Owl",Tyto alba,0,45.6,0
2021,"Barn Owl",Tyto alba,0,67.1,0
2015,"Pacific Screech-Owl",Megascops cooperi,0,56.5,0
2016,"Pacific Screech-Owl",Megascops cooperi,2,85.5,0.023391812865497075
2017,"Pacific Screech-Owl",Megascops cooperi,0,73.75,0
2018,"Pacific Screech-Owl",Megascops cooperi,4,51,0.0784313725490196
2019,"Pacific Screech-Owl",Megascops cooperi,1,33.91,0.029489826010026542
2020,"Pacific Screech-Owl",Megascops cooperi,1,45.6,0.021929824561403508
2021,"Pacific Screech-Owl",Megascops cooperi,0,67.1,0
2015,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,2,56.5,0.035398230088495575
2016,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,3,85.5,0.03508771929824561
2017,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,1,73.75,0.013559322033898305
2018,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,5,51,0.09803921568627451
2019,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,4,33.91,0.11795930404010617
2020,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,1,45.6,0.021929824561403508
2021,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,2,67.1,0.02980625931445604
2015,"Mottled Owl",Ciccaba virgata,0,56.5,0
2016,"Mottled Owl",Ciccaba virgata,0,85.5,0
2017,"Mottled Owl",Ciccaba virgata,0,73.75,0
2018,"Mottled Owl",Ciccaba virgata,0,51,0
2019,"Mottled Owl",Ciccaba virgata,0,33.91,0
2020,"Mottled Owl",Ciccaba virgata,0,45.6,0
2021,"Mottled Owl",Ciccaba virgata,1,67.1,0.01490312965722802
2015,"Common Pauraque",Nyctidromus albicollis,5,56.5,0.08849557522123894
2016,"Common Pauraque",Nyctidromus albicollis,12,85.5,0.14035087719298245
2017,"Common Pauraque",Nyctidromus albicollis,0,73.75,0
2018,"Common Pauraque",Nyctidromus albicollis,1,51,0.0196078431372549
2019,"Common Pauraque",Nyctidromus albicollis,0,33.91,0
2020,"Common Pauraque",Nyctidromus albicollis,0,45.6,0
2021,"Common Pauraque",Nyctidromus albicollis,4,67.1,0.05961251862891208
2015,"Common Potoo",Nyctibius griseus,0,56.5,0
2016,"Common Potoo",Nyctibius griseus,0,85.5,0
2017,"Common Potoo",Nyctibius griseus,0,73.75,0
2018,"Common Potoo",Nyctibius griseus,0,51,0
2019,"Common Potoo",Nyctibius griseus,0,33.91,0
2020,"Common Potoo",Nyctibius griseus,0,45.6,0
2021,"Common Potoo",Nyctibius griseus,1,67.1,0.01490312965722802
2015,"Vaux's Swift",Chaetura vauxi,0,56.5,0
2016,"Vaux's Swift",Chaetura vauxi,0,85.5,0
2017,"Vaux's Swift",Chaetura vauxi,5,73.75,0.06779661016949153
2018,"Vaux's Swift",Chaetura vauxi,0,51,0
2019,"Vaux's Swift",Chaetura vauxi,0,33.91,0
2020,"Vaux's Swift",Chaetura vauxi,20,45.6,0.43859649122807015
2021,"Vaux's Swift",Chaetura vauxi,0,67.1,0
2015,"Long-billed Hermit",Phaethornis longirostris,0,56.5,0
2016,"Long-billed Hermit",Phaethornis longirostris,0,85.5,0
2017,"Long-billed Hermit",Phaethornis longirostris,0,73.75,0
2018,"Long-billed Hermit",Phaethornis longirostris,0,51,0
2019,"Long-billed Hermit",Phaethornis longirostris,3,33.91,0.08846947803007964
2020,"Long-billed Hermit",Phaethornis longirostris,1,45.6,0.021929824561403508
2021,"Long-billed Hermit",Phaethornis longirostris,0,67.1,0
2015,"Stripe-throated Hermit",Phaethornis striigularis,0,56.5,0
2016,"Stripe-throated Hermit",Phaethornis striigularis,0,85.5,0
2017,"Stripe-throated Hermit",Phaethornis striigularis,5,73.75,0.06779661016949153
2018,"Stripe-throated Hermit",Phaethornis striigularis,1,51,0.0196078431372549
2019,"Stripe-throated Hermit",Phaethornis striigularis,0,33.91,0
2020,"Stripe-throated Hermit",Phaethornis striigularis,2,45.6,0.043859649122807015
2021,"Stripe-throated Hermit",Phaethornis striigularis,9,67.1,0.13412816691505217
2015,"Green-breasted Mango",Anthracothorax prevostii,0,56.5,0
2016,"Green-breasted Mango",Anthracothorax prevostii,0,85.5,0
2017,"Green-breasted Mango",Anthracothorax prevostii,1,73.75,0.013559322033898305
2018,"Green-breasted Mango",Anthracothorax prevostii,0,51,0
2019,"Green-breasted Mango",Anthracothorax prevostii,0,33.91,0
2020,"Green-breasted Mango",Anthracothorax prevostii,0,45.6,0
2021,"Green-breasted Mango",Anthracothorax prevostii,1,67.1,0.01490312965722802
2015,"Plain-capped Starthroat",Heliomaster constantii,0,56.5,0
2016,"Plain-capped Starthroat",Heliomaster constantii,4,85.5,0.04678362573099415
2017,"Plain-capped Starthroat",Heliomaster constantii,2,73.75,0.02711864406779661
2018,"Plain-capped Starthroat",Heliomaster constantii,0,51,0
2019,"Plain-capped Starthroat",Heliomaster constantii,1,33.91,0.029489826010026542
2020,"Plain-capped Starthroat",Heliomaster constantii,0,45.6,0
2021,"Plain-capped Starthroat",Heliomaster constantii,0,67.1,0
2015,"Ruby-throated Hummingbird",Archilochus colubris,0,56.5,0
2016,"Ruby-throated Hummingbird",Archilochus colubris,9,85.5,0.10526315789473684
2017,"Ruby-throated Hummingbird",Archilochus colubris,39,73.75,0.5288135593220339
2018,"Ruby-throated Hummingbird",Archilochus colubris,5,51,0.09803921568627451
2019,"Ruby-throated Hummingbird",Archilochus colubris,12,33.91,0.35387791212031855
2020,"Ruby-throated Hummingbird",Archilochus colubris,3,45.6,0.06578947368421052
2021,"Ruby-throated Hummingbird",Archilochus colubris,9,67.1,0.13412816691505217
2015,"Canivet's Emerald",Chlorostilbon canivetii,1,56.5,0.017699115044247787
2016,"Canivet's Emerald",Chlorostilbon canivetii,8,85.5,0.0935672514619883
2017,"Canivet's Emerald",Chlorostilbon canivetii,4,73.75,0.05423728813559322
2018,"Canivet's Emerald",Chlorostilbon canivetii,0,51,0
2019,"Canivet's Emerald",Chlorostilbon canivetii,0,33.91,0
2020,"Canivet's Emerald",Chlorostilbon canivetii,1,45.6,0.021929824561403508
2021,"Canivet's Emerald",Chlorostilbon canivetii,2,67.1,0.02980625931445604
2015,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,56.5,0
2016,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,85.5,0
2017,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,73.75,0
2018,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,51,0
2019,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,2,33.91,0.058979652020053085
2020,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,45.6,0
2021,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,67.1,0
2015,"Crowned Woodnymph",Thalurania colombica,0,56.5,0
2016,"Crowned Woodnymph",Thalurania colombica,0,85.5,0
2017,"Crowned Woodnymph",Thalurania colombica,0,73.75,0
2018,"Crowned Woodnymph",Thalurania colombica,0,51,0
2019,"Crowned Woodnymph",Thalurania colombica,1,33.91,0.029489826010026542
2020,"Crowned Woodnymph",Thalurania colombica,0,45.6,0
2021,"Crowned Woodnymph",Thalurania colombica,0,67.1,0
2015,"Steely-vented Hummingbird",Amazilia saucerottei,2,56.5,0.035398230088495575
2016,"Steely-vented Hummingbird",Amazilia saucerottei,6,85.5,0.07017543859649122
2017,"Steely-vented Hummingbird",Amazilia saucerottei,8,73.75,0.10847457627118644
2018,"Steely-vented Hummingbird",Amazilia saucerottei,5,51,0.09803921568627451
2019,"Steely-vented Hummingbird",Amazilia saucerottei,5,33.91,0.14744913005013272
2020,"Steely-vented Hummingbird",Amazilia saucerottei,3,45.6,0.06578947368421052
2021,"Steely-vented Hummingbird",Amazilia saucerottei,14,67.1,0.20864381520119227
2015,"Rufous-tailed Hummingbird",Amazilia tzacatl,2,56.5,0.035398230088495575
2016,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,85.5,0
2017,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,73.75,0
2018,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,51,0
2019,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,33.91,0
2020,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,45.6,0
2021,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,67.1,0
2015,"Cinnamon Hummingbird",Amazilia rutila,12,56.5,0.21238938053097345
2016,"Cinnamon Hummingbird",Amazilia rutila,13,85.5,0.15204678362573099
2017,"Cinnamon Hummingbird",Amazilia rutila,12,73.75,0.16271186440677965
2018,"Cinnamon Hummingbird",Amazilia rutila,4,51,0.0784313725490196
2019,"Cinnamon Hummingbird",Amazilia rutila,10,33.91,0.29489826010026543
2020,"Cinnamon Hummingbird",Amazilia rutila,5,45.6,0.10964912280701754
2021,"Cinnamon Hummingbird",Amazilia rutila,14,67.1,0.20864381520119227
2015,"Blue-throated Goldentail",Hylocharis eliciae,10,56.5,0.17699115044247787
2016,"Blue-throated Goldentail",Hylocharis eliciae,15,85.5,0.17543859649122806
2017,"Blue-throated Goldentail",Hylocharis eliciae,6,73.75,0.08135593220338982
2018,"Blue-throated Goldentail",Hylocharis eliciae,8,51,0.1568627450980392
2019,"Blue-throated Goldentail",Hylocharis eliciae,7,33.91,0.2064287820701858
2020,"Blue-throated Goldentail",Hylocharis eliciae,21,45.6,0.4605263157894737
2021,"Blue-throated Goldentail",Hylocharis eliciae,42,67.1,0.6259314456035768
2015,"Black-headed Trogon",Trogon melanocephalus,7,56.5,0.12389380530973451
2016,"Black-headed Trogon",Trogon melanocephalus,17,85.5,0.19883040935672514
2017,"Black-headed Trogon",Trogon melanocephalus,15,73.75,0.2033898305084746
2018,"Black-headed Trogon",Trogon melanocephalus,9,51,0.17647058823529413
2019,"Black-headed Trogon",Trogon melanocephalus,13,33.91,0.3833677381303451
2020,"Black-headed Trogon",Trogon melanocephalus,24,45.6,0.5263157894736842
2021,"Black-headed Trogon",Trogon melanocephalus,27,67.1,0.4023845007451565
2015,"Gartered Trogon",Trogon caligatus,1,56.5,0.017699115044247787
2016,"Gartered Trogon",Trogon caligatus,7,85.5,0.08187134502923976
2017,"Gartered Trogon",Trogon caligatus,4,73.75,0.05423728813559322
2018,"Gartered Trogon",Trogon caligatus,1,51,0.0196078431372549
2019,"Gartered Trogon",Trogon caligatus,5,33.91,0.14744913005013272
2020,"Gartered Trogon",Trogon caligatus,7,45.6,0.15350877192982457
2021,"Gartered Trogon",Trogon caligatus,6,67.1,0.08941877794336811
2015,"Elegant Trogon",Trogon elegans,1,56.5,0.017699115044247787
2016,"Elegant Trogon",Trogon elegans,5,85.5,0.05847953216374269
2017,"Elegant Trogon",Trogon elegans,1,73.75,0.013559322033898305
2018,"Elegant Trogon",Trogon elegans,0,51,0
2019,"Elegant Trogon",Trogon elegans,1,33.91,0.029489826010026542
2020,"Elegant Trogon",Trogon elegans,1,45.6,0.021929824561403508
2021,"Elegant Trogon",Trogon elegans,2,67.1,0.02980625931445604
2015,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,56.5,0
2016,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,85.5,0
2017,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,2,73.75,0.02711864406779661
2018,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,51,0
2019,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,1,33.91,0.029489826010026542
2020,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,45.6,0
2021,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,4,67.1,0.05961251862891208
2015,"Amazonian Motmot",Momotus momota,1,56.5,0.017699115044247787
2016,"Amazonian Motmot",Momotus momota,3,85.5,0.03508771929824561
2017,"Amazonian Motmot",Momotus momota,0,73.75,0
2018,"Amazonian Motmot",Momotus momota,0,51,0
2019,"Amazonian Motmot",Momotus momota,0,33.91,0
2020,"Amazonian Motmot",Momotus momota,0,45.6,0
2021,"Amazonian Motmot",Momotus momota,0,67.1,0
2015,"Turquoise-browed Motmot",Eumomota superciliosa,3,56.5,0.05309734513274336
2016,"Turquoise-browed Motmot",Eumomota superciliosa,2,85.5,0.023391812865497075
2017,"Turquoise-browed Motmot",Eumomota superciliosa,1,73.75,0.013559322033898305
2018,"Turquoise-browed Motmot",Eumomota superciliosa,0,51,0
2019,"Turquoise-browed Motmot",Eumomota superciliosa,1,33.91,0.029489826010026542
2020,"Turquoise-browed Motmot",Eumomota superciliosa,3,45.6,0.06578947368421052
2021,"Turquoise-browed Motmot",Eumomota superciliosa,4,67.1,0.05961251862891208
2015,"Ringed Kingfisher",Megaceryle torquata,4,56.5,0.07079646017699115
2016,"Ringed Kingfisher",Megaceryle torquata,5,85.5,0.05847953216374269
2017,"Ringed Kingfisher",Megaceryle torquata,3,73.75,0.04067796610169491
2018,"Ringed Kingfisher",Megaceryle torquata,2,51,0.0392156862745098
2019,"Ringed Kingfisher",Megaceryle torquata,3,33.91,0.08846947803007964
2020,"Ringed Kingfisher",Megaceryle torquata,0,45.6,0
2021,"Ringed Kingfisher",Megaceryle torquata,5,67.1,0.0745156482861401
2015,"Belted Kingfisher",Megaceryle alcyon,1,56.5,0.017699115044247787
2016,"Belted Kingfisher",Megaceryle alcyon,1,85.5,0.011695906432748537
2017,"Belted Kingfisher",Megaceryle alcyon,1,73.75,0.013559322033898305
2018,"Belted Kingfisher",Megaceryle alcyon,1,51,0.0196078431372549
2019,"Belted Kingfisher",Megaceryle alcyon,2,33.91,0.058979652020053085
2020,"Belted Kingfisher",Megaceryle alcyon,1,45.6,0.021929824561403508
2021,"Belted Kingfisher",Megaceryle alcyon,1,67.1,0.01490312965722802
2015,"Amazon Kingfisher",Chloroceryle amazona,1,56.5,0.017699115044247787
2016,"Amazon Kingfisher",Chloroceryle amazona,0,85.5,0
2017,"Amazon Kingfisher",Chloroceryle amazona,1,73.75,0.013559322033898305
2018,"Amazon Kingfisher",Chloroceryle amazona,0,51,0
2019,"Amazon Kingfisher",Chloroceryle amazona,0,33.91,0
2020,"Amazon Kingfisher",Chloroceryle amazona,0,45.6,0
2021,"Amazon Kingfisher",Chloroceryle amazona,0,67.1,0
2015,"Green Kingfisher",Chloroceryle americana,4,56.5,0.07079646017699115
2016,"Green Kingfisher",Chloroceryle americana,4,85.5,0.04678362573099415
2017,"Green Kingfisher",Chloroceryle americana,6,73.75,0.08135593220338982
2018,"Green Kingfisher",Chloroceryle americana,8,51,0.1568627450980392
