year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2015,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),4,85.5,0.04678362573099415
2016,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),15,73.75,0.2033898305084746
2017,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),1,51,0.0196078431372549
2018,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),0,33.91,0
2019,"Rock Pigeon (Feral Pigeon)",Columba livia (Feral Pigeon),1,45.6,0.021929824561403508
2014,"Red-billed Pigeon",Patagioenas flavirostris,2,56.5,0.035398230088495575
2015,"Red-billed Pigeon",Patagioenas flavirostris,17,85.5,0.19883040935672514
2016,"Red-billed Pigeon",Patagioenas flavirostris,5,73.75,0.06779661016949153
2017,"Red-billed Pigeon",Patagioenas flavirostris,0,51,0
2018,"Red-billed Pigeon",Patagioenas flavirostris,3,33.91,0.08846947803007964
2019,"Red-billed Pigeon",Patagioenas flavirostris,10,45.6,0.21929824561403508
2014,"Inca Dove",Columbina inca,15,56.5,0.26548672566371684
2015,"Inca Dove",Columbina inca,41,85.5,0.47953216374269003
2016,"Inca Dove",Columbina inca,58,73.75,0.7864406779661017
2017,"Inca Dove",Columbina inca,35,51,0.6862745098039216
2018,"Inca Dove",Columbina inca,34,33.91,1.0026540843409024
2019,"Inca Dove",Columbina inca,30,45.6,0.6578947368421052
2014,"Common Ground-Dove",Columbina passerina,3,56.5,0.05309734513274336
2015,"Common Ground-Dove",Columbina passerina,17,85.5,0.19883040935672514
2016,"Common Ground-Dove",Columbina passerina,12,73.75,0.16271186440677965
2017,"Common Ground-Dove",Columbina passerina,0,51,0
2018,"Common Ground-Dove",Columbina passerina,4,33.91,0.11795930404010617
2019,"Common Ground-Dove",Columbina passerina,4,45.6,0.08771929824561403
2014,"Plain-breasted Ground-Dove",Columbina minuta,1,56.5,0.017699115044247787
2015,"Plain-breasted Ground-Dove",Columbina minuta,0,85.5,0
2016,"Plain-breasted Ground-Dove",Columbina minuta,0,73.75,0
2017,"Plain-breasted Ground-Dove",Columbina minuta,0,51,0
2018,"Plain-breasted Ground-Dove",Columbina minuta,0,33.91,0
2019,"Plain-breasted Ground-Dove",Columbina minuta,0,45.6,0
2014,"Ruddy Ground-Dove",Columbina talpacoti,8,56.5,0.1415929203539823
2015,"Ruddy Ground-Dove",Columbina talpacoti,2,85.5,0.023391812865497075
2016,"Ruddy Ground-Dove",Columbina talpacoti,8,73.75,0.10847457627118644
2017,"Ruddy Ground-Dove",Columbina talpacoti,0,51,0
2018,"Ruddy Ground-Dove",Columbina talpacoti,0,33.91,0
2019,"Ruddy Ground-Dove",Columbina talpacoti,2,45.6,0.043859649122807015
2014,"Ruddy Quail-Dove",Geotrygon montana,0,56.5,0
2015,"Ruddy Quail-Dove",Geotrygon montana,4,85.5,0.04678362573099415
2016,"Ruddy Quail-Dove",Geotrygon montana,0,73.75,0
2017,"Ruddy Quail-Dove",Geotrygon montana,0,51,0
2018,"Ruddy Quail-Dove",Geotrygon montana,0,33.91,0
2019,"Ruddy Quail-Dove",Geotrygon montana,0,45.6,0
2014,"White-tipped Dove",Leptotila verreauxi,6,56.5,0.10619469026548672
2015,"White-tipped Dove",Leptotila verreauxi,35,85.5,0.4093567251461988
2016,"White-tipped Dove",Leptotila verreauxi,18,73.75,0.2440677966101695
2017,"White-tipped Dove",Leptotila verreauxi,8,51,0.1568627450980392
2018,"White-tipped Dove",Leptotila verreauxi,12,33.91,0.35387791212031855
2019,"White-tipped Dove",Leptotila verreauxi,18,45.6,0.39473684210526316
2014,"White-winged Dove",Zenaida asiatica,23,56.5,0.40707964601769914
2015,"White-winged Dove",Zenaida asiatica,33,85.5,0.38596491228070173
2016,"White-winged Dove",Zenaida asiatica,26,73.75,0.3525423728813559
2017,"White-winged Dove",Zenaida asiatica,28,51,0.5490196078431373
2018,"White-winged Dove",Zenaida asiatica,15,33.91,0.44234739015039815
2019,"White-winged Dove",Zenaida asiatica,23,45.6,0.5043859649122807
2014,"Squirrel Cuckoo",Piaya cayana,14,56.5,0.24778761061946902
2015,"Squirrel Cuckoo",Piaya cayana,25,85.5,0.29239766081871343
2016,"Squirrel Cuckoo",Piaya cayana,11,73.75,0.14915254237288136
2017,"Squirrel Cuckoo",Piaya cayana,10,51,0.19607843137254902
2018,"Squirrel Cuckoo",Piaya cayana,15,33.91,0.44234739015039815
2019,"Squirrel Cuckoo",Piaya cayana,18,45.6,0.39473684210526316
2014,"Mangrove Cuckoo",Coccyzus minor,0,56.5,0
2015,"Mangrove Cuckoo",Coccyzus minor,2,85.5,0.023391812865497075
2016,"Mangrove Cuckoo",Coccyzus minor,2,73.75,0.02711864406779661
2017,"Mangrove Cuckoo",Coccyzus minor,3,51,0.058823529411764705
2018,"Mangrove Cuckoo",Coccyzus minor,2,33.91,0.058979652020053085
2019,"Mangrove Cuckoo",Coccyzus minor,5,45.6,0.10964912280701754
2014,"Lesser Ground-Cuckoo",Morococcyx erythropygus,2,56.5,0.035398230088495575
2015,"Lesser Ground-Cuckoo",Morococcyx erythropygus,4,85.5,0.04678362573099415
2016,"Lesser Ground-Cuckoo",Morococcyx erythropygus,8,73.75,0.10847457627118644
2017,"Lesser Ground-Cuckoo",Morococcyx erythropygus,0,51,0
2018,"Lesser Ground-Cuckoo",Morococcyx erythropygus,2,33.91,0.058979652020053085
2019,"Lesser Ground-Cuckoo",Morococcyx erythropygus,1,45.6,0.021929824561403508
2014,"Groove-billed Ani",Crotophaga sulcirostris,34,56.5,0.6017699115044248
2015,"Groove-billed Ani",Crotophaga sulcirostris,39,85.5,0.45614035087719296
2016,"Groove-billed Ani",Crotophaga sulcirostris,47,73.75,0.6372881355932203
2017,"Groove-billed Ani",Crotophaga sulcirostris,41,51,0.803921568627451
2018,"Groove-billed Ani",Crotophaga sulcirostris,37,33.91,1.091123562370982
2019,"Groove-billed Ani",Crotophaga sulcirostris,52,45.6,1.1403508771929824
2014,"Barn Owl",Tyto alba,0,56.5,0
2015,"Barn Owl",Tyto alba,0,85.5,0
2016,"Barn Owl",Tyto alba,0,73.75,0
2017,"Barn Owl",Tyto alba,0,51,0
2018,"Barn Owl",Tyto alba,1,33.91,0.029489826010026542
2019,"Barn Owl",Tyto alba,0,45.6,0
2014,"Pacific Screech-Owl",Megascops cooperi,0,56.5,0
2015,"Pacific Screech-Owl",Megascops cooperi,2,85.5,0.023391812865497075
2016,"Pacific Screech-Owl",Megascops cooperi,0,73.75,0
2017,"Pacific Screech-Owl",Megascops cooperi,4,51,0.0784313725490196
2018,"Pacific Screech-Owl",Megascops cooperi,1,33.91,0.029489826010026542
2019,"Pacific Screech-Owl",Megascops cooperi,1,45.6,0.021929824561403508
2014,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,2,56.5,0.035398230088495575
2015,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,3,85.5,0.03508771929824561
2016,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,1,73.75,0.013559322033898305
2017,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,5,51,0.09803921568627451
2018,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,4,33.91,0.11795930404010617
2019,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,1,45.6,0.021929824561403508
2014,"Common Pauraque",Nyctidromus albicollis,5,56.5,0.08849557522123894
2015,"Common Pauraque",Nyctidromus albicollis,12,85.5,0.14035087719298245
2016,"Common Pauraque",Nyctidromus albicollis,0,73.75,0
2017,"Common Pauraque",Nyctidromus albicollis,1,51,0.0196078431372549
2018,"Common Pauraque",Nyctidromus albicollis,0,33.91,0
2019,"Common Pauraque",Nyctidromus albicollis,0,45.6,0
2014,"Vaux's Swift",Chaetura vauxi,0,56.5,0
2015,"Vaux's Swift",Chaetura vauxi,0,85.5,0
2016,"Vaux's Swift",Chaetura vauxi,5,73.75,0.06779661016949153
2017,"Vaux's Swift",Chaetura vauxi,0,51,0
2018,"Vaux's Swift",Chaetura vauxi,0,33.91,0
2019,"Vaux's Swift",Chaetura vauxi,20,45.6,0.43859649122807015
2014,"Long-billed Hermit",Phaethornis longirostris,0,56.5,0
2015,"Long-billed Hermit",Phaethornis longirostris,0,85.5,0
2016,"Long-billed Hermit",Phaethornis longirostris,0,73.75,0
2017,"Long-billed Hermit",Phaethornis longirostris,0,51,0
2018,"Long-billed Hermit",Phaethornis longirostris,3,33.91,0.08846947803007964
2019,"Long-billed Hermit",Phaethornis longirostris,1,45.6,0.021929824561403508
2014,"Stripe-throated Hermit",Phaethornis striigularis,0,56.5,0
2015,"Stripe-throated Hermit",Phaethornis striigularis,0,85.5,0
2016,"Stripe-throated Hermit",Phaethornis striigularis,5,73.75,0.06779661016949153
2017,"Stripe-throated Hermit",Phaethornis striigularis,1,51,0.0196078431372549
2018,"Stripe-throated Hermit",Phaethornis striigularis,0,33.91,0
2019,"Stripe-throated Hermit",Phaethornis striigularis,2,45.6,0.043859649122807015
2014,"Green-breasted Mango",Anthracothorax prevostii,0,56.5,0
2015,"Green-breasted Mango",Anthracothorax prevostii,0,85.5,0
2016,"Green-breasted Mango",Anthracothorax prevostii,1,73.75,0.013559322033898305
2017,"Green-breasted Mango",Anthracothorax prevostii,0,51,0
2018,"Green-breasted Mango",Anthracothorax prevostii,0,33.91,0
2019,"Green-breasted Mango",Anthracothorax prevostii,0,45.6,0
2014,"Plain-capped Starthroat",Heliomaster constantii,0,56.5,0
2015,"Plain-capped Starthroat",Heliomaster constantii,4,85.5,0.04678362573099415
2016,"Plain-capped Starthroat",Heliomaster constantii,2,73.75,0.02711864406779661
2017,"Plain-capped Starthroat",Heliomaster constantii,0,51,0
2018,"Plain-capped Starthroat",Heliomaster constantii,1,33.91,0.029489826010026542
2019,"Plain-capped Starthroat",Heliomaster constantii,0,45.6,0
2014,"Ruby-throated Hummingbird",Archilochus colubris,0,56.5,0
2015,"Ruby-throated Hummingbird",Archilochus colubris,9,85.5,0.10526315789473684
2016,"Ruby-throated Hummingbird",Archilochus colubris,39,73.75,0.5288135593220339
2017,"Ruby-throated Hummingbird",Archilochus colubris,5,51,0.09803921568627451
2018,"Ruby-throated Hummingbird",Archilochus colubris,12,33.91,0.35387791212031855
2019,"Ruby-throated Hummingbird",Archilochus colubris,3,45.6,0.06578947368421052
2014,"Canivet's Emerald",Chlorostilbon canivetii,1,56.5,0.017699115044247787
2015,"Canivet's Emerald",Chlorostilbon canivetii,8,85.5,0.0935672514619883
2016,"Canivet's Emerald",Chlorostilbon canivetii,4,73.75,0.05423728813559322
2017,"Canivet's Emerald",Chlorostilbon canivetii,0,51,0
2018,"Canivet's Emerald",Chlorostilbon canivetii,0,33.91,0
2019,"Canivet's Emerald",Chlorostilbon canivetii,1,45.6,0.021929824561403508
2014,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,56.5,0
2015,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,85.5,0
2016,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,73.75,0
2017,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,51,0
2018,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,2,33.91,0.058979652020053085
2019,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,45.6,0
2014,"Crowned Woodnymph",Thalurania colombica,0,56.5,0
2015,"Crowned Woodnymph",Thalurania colombica,0,85.5,0
2016,"Crowned Woodnymph",Thalurania colombica,0,73.75,0
2017,"Crowned Woodnymph",Thalurania colombica,0,51,0
2018,"Crowned Woodnymph",Thalurania colombica,1,33.91,0.029489826010026542
2019,"Crowned Woodnymph",Thalurania colombica,0,45.6,0
2014,"Steely-vented Hummingbird",Amazilia saucerottei,2,56.5,0.035398230088495575
2015,"Steely-vented Hummingbird",Amazilia saucerottei,6,85.5,0.07017543859649122
2016,"Steely-vented Hummingbird",Amazilia saucerottei,8,73.75,0.10847457627118644
2017,"Steely-vented Hummingbird",Amazilia saucerottei,5,51,0.09803921568627451
2018,"Steely-vented Hummingbird",Amazilia saucerottei,5,33.91,0.14744913005013272
2019,"Steely-vented Hummingbird",Amazilia saucerottei,3,45.6,0.06578947368421052
2014,"Rufous-tailed Hummingbird",Amazilia tzacatl,2,56.5,0.035398230088495575
2015,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,85.5,0
2016,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,73.75,0
2017,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,51,0
2018,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,33.91,0
2019,"Rufous-tailed Hummingbird",Amazilia tzacatl,0,45.6,0
2014,"Cinnamon Hummingbird",Amazilia rutila,12,56.5,0.21238938053097345
2015,"Cinnamon Hummingbird",Amazilia rutila,13,85.5,0.15204678362573099
2016,"Cinnamon Hummingbird",Amazilia rutila,12,73.75,0.16271186440677965
2017,"Cinnamon Hummingbird",Amazilia rutila,4,51,0.0784313725490196
2018,"Cinnamon Hummingbird",Amazilia rutila,10,33.91,0.29489826010026543
2019,"Cinnamon Hummingbird",Amazilia rutila,5,45.6,0.10964912280701754
2014,"Blue-throated Goldentail",Hylocharis eliciae,10,56.5,0.17699115044247787
2015,"Blue-throated Goldentail",Hylocharis eliciae,15,85.5,0.17543859649122806
2016,"Blue-throated Goldentail",Hylocharis eliciae,6,73.75,0.08135593220338982
2017,"Blue-throated Goldentail",Hylocharis eliciae,8,51,0.1568627450980392
2018,"Blue-throated Goldentail",Hylocharis eliciae,7,33.91,0.2064287820701858
2019,"Blue-throated Goldentail",Hylocharis eliciae,21,45.6,0.4605263157894737
2014,"Black-headed Trogon",Trogon melanocephalus,7,56.5,0.12389380530973451
2015,"Black-headed Trogon",Trogon melanocephalus,17,85.5,0.19883040935672514
2016,"Black-headed Trogon",Trogon melanocephalus,15,73.75,0.2033898305084746
2017,"Black-headed Trogon",Trogon melanocephalus,9,51,0.17647058823529413
2018,"Black-headed Trogon",Trogon melanocephalus,13,33.91,0.3833677381303451
2019,"Black-headed Trogon",Trogon melanocephalus,24,45.6,0.5263157894736842
2014,"Gartered Trogon",Trogon caligatus,1,56.5,0.017699115044247787
2015,"Gartered Trogon",Trogon caligatus,7,85.5,0.08187134502923976
2016,"Gartered Trogon",Trogon caligatus,4,73.75,0.05423728813559322
2017,"Gartered Trogon",Trogon caligatus,1,51,0.0196078431372549
2018,"Gartered Trogon",Trogon caligatus,5,33.91,0.14744913005013272
2019,"Gartered Trogon",Trogon caligatus,7,45.6,0.15350877192982457
2014,"Elegant Trogon",Trogon elegans,1,56.5,0.017699115044247787
2015,"Elegant Trogon",Trogon elegans,5,85.5,0.05847953216374269
2016,"Elegant Trogon",Trogon elegans,1,73.75,0.013559322033898305
2017,"Elegant Trogon",Trogon elegans,0,51,0
2018,"Elegant Trogon",Trogon elegans,1,33.91,0.029489826010026542
2019,"Elegant Trogon",Trogon elegans,1,45.6,0.021929824561403508
2014,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,56.5,0
2015,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,85.5,0
2016,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,2,73.75,0.02711864406779661
2017,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,51,0
2018,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,1,33.91,0.029489826010026542
2019,"Blue-crowned Motmot (Lesson's)",Momotus coeruliceps [lessonii Group,0,45.6,0
2014,"Amazonian Motmot",Momotus momota,1,56.5,0.017699115044247787
2015,"Amazonian Motmot",Momotus momota,3,85.5,0.03508771929824561
2016,"Amazonian Motmot",Momotus momota,0,73.75,0
2017,"Amazonian Motmot",Momotus momota,0,51,0
2018,"Amazonian Motmot",Momotus momota,0,33.91,0
2019,"Amazonian Motmot",Momotus momota,0,45.6,0
2014,"Turquoise-browed Motmot",Eumomota superciliosa,3,56.5,0.05309734513274336
2015,"Turquoise-browed Motmot",Eumomota superciliosa,2,85.5,0.023391812865497075
2016,"Turquoise-browed Motmot",Eumomota superciliosa,1,73.75,0.013559322033898305
2017,"Turquoise-browed Motmot",Eumomota superciliosa,0,51,0
2018,"Turquoise-browed Motmot",Eumomota superciliosa,1,33.91,0.029489826010026542
2019,"Turquoise-browed Motmot",Eumomota superciliosa,3,45.6,0.06578947368421052
2014,"Ringed Kingfisher",Megaceryle torquata,4,56.5,0.07079646017699115
2015,"Ringed Kingfisher",Megaceryle torquata,5,85.5,0.05847953216374269
2016,"Ringed Kingfisher",Megaceryle torquata,3,73.75,0.04067796610169491
2017,"Ringed Kingfisher",Megaceryle torquata,2,51,0.0392156862745098
2018,"Ringed Kingfisher",Megaceryle torquata,3,33.91,0.08846947803007964
2019,"Ringed Kingfisher",Megaceryle torquata,0,45.6,0
2014,"Belted Kingfisher",Megaceryle alcyon,1,56.5,0.017699115044247787
2015,"Belted Kingfisher",Megaceryle alcyon,1,85.5,0.011695906432748537
2016,"Belted Kingfisher",Megaceryle alcyon,1,73.75,0.013559322033898305
2017,"Belted Kingfisher",Megaceryle alcyon,1,51,0.0196078431372549
2018,"Belted Kingfisher",Megaceryle alcyon,2,33.91,0.058979652020053085
2019,"Belted Kingfisher",Megaceryle alcyon,1,45.6,0.021929824561403508
2014,"Amazon Kingfisher",Chloroceryle amazona,1,56.5,0.017699115044247787
2015,"Amazon Kingfisher",Chloroceryle amazona,0,85.5,0
2016,"Amazon Kingfisher",Chloroceryle amazona,1,73.75,0.013559322033898305
2017,"Amazon Kingfisher",Chloroceryle amazona,0,51,0
2018,"Amazon Kingfisher",Chloroceryle amazona,0,33.91,0
2019,"Amazon Kingfisher",Chloroceryle amazona,0,45.6,0
2014,"Green Kingfisher",Chloroceryle americana,4,56.5,0.07079646017699115
2015,"Green Kingfisher",Chloroceryle americana,4,85.5,0.04678362573099415
2016,"Green Kingfisher",Chloroceryle americana,6,73.75,0.08135593220338982
2017,"Green Kingfisher",Chloroceryle americana,8,51,0.1568627450980392
2018,"Green Kingfisher",Chloroceryle americana,6,33.91,0.17693895606015927
2019,"Green Kingfisher",Chloroceryle americana,8,45.6,0.17543859649122806
2014,"White-necked Puffbird",Notharchus hyperrhynchus,0,56.5,0
2015,"White-necked Puffbird",Notharchus hyperrhynchus,4,85.5,0.04678362573099415
2016,"White-necked Puffbird",Notharchus hyperrhynchus,0,73.75,0
2017,"White-necked Puffbird",Notharchus hyperrhynchus,6,51,0.11764705882352941
2018,"White-necked Puffbird",Notharchus hyperrhynchus,15,33.91,0.44234739015039815
2019,"White-necked Puffbird",Notharchus hyperrhynchus,8,45.6,0.17543859649122806
2014,"Guianan Puffbird",Notharchus macrorhynchos,2,56.5,0.035398230088495575
2015,"Guianan Puffbird",Notharchus macrorhynchos,0,85.5,0
2016,"Guianan Puffbird",Notharchus macrorhynchos,0,73.75,0
2017,"Guianan Puffbird",Notharchus macrorhynchos,0,51,0
2018,"Guianan Puffbird",Notharchus macrorhynchos,0,33.91,0
2019,"Guianan Puffbird",Notharchus macrorhynchos,0,45.6,0
2014,"Collared Aracari",Pteroglossus torquatus,1,56.5,0.017699115044247787
2015,"Collared Aracari",Pteroglossus torquatus,8,85.5,0.0935672514619883
2016,"Collared Aracari",Pteroglossus torquatus,0,73.75,0
2017,"Collared Aracari",Pteroglossus torquatus,0,51,0
2018,"Collared Aracari",Pteroglossus torquatus,1,33.91,0.029489826010026542
2019,"Collared Aracari",Pteroglossus torquatus,2,45.6,0.043859649122807015
2014,"Keel-billed Toucan",Ramphastos sulfuratus,2,56.5,0.035398230088495575
2015,"Keel-billed Toucan",Ramphastos sulfuratus,6,85.5,0.07017543859649122
2016,"Keel-billed Toucan",Ramphastos sulfuratus,1,73.75,0.013559322033898305
2017,"Keel-billed Toucan",Ramphastos sulfuratus,4,51,0.0784313725490196
2018,"Keel-billed Toucan",Ramphastos sulfuratus,11,33.91,0.32438808611029196
2019,"Keel-billed Toucan",Ramphastos sulfuratus,5,45.6,0.10964912280701754
2014,"Hoffmann's Woodpecker",Melanerpes hoffmannii,33,56.5,0.584070796460177
2015,"Hoffmann's Woodpecker",Melanerpes hoffmannii,115,85.5,1.345029239766082
2016,"Hoffmann's Woodpecker",Melanerpes hoffmannii,49,73.75,0.6644067796610169
2017,"Hoffmann's Woodpecker",Melanerpes hoffmannii,35,51,0.6862745098039216
2018,"Hoffmann's Woodpecker",Melanerpes hoffmannii,73,33.91,2.1527572987319377
2019,"Hoffmann's Woodpecker",Melanerpes hoffmannii,39,45.6,0.8552631578947368
2014,"Lineated Woodpecker",Dryocopus lineatus,1,56.5,0.017699115044247787
2015,"Lineated Woodpecker",Dryocopus lineatus,0,85.5,0
2016,"Lineated Woodpecker",Dryocopus lineatus,0,73.75,0
2017,"Lineated Woodpecker",Dryocopus lineatus,0,51,0
2018,"Lineated Woodpecker",Dryocopus lineatus,0,33.91,0
2019,"Lineated Woodpecker",Dryocopus lineatus,0,45.6,0
2014,"Pale-billed Woodpecker",Campephilus guatemalensis,1,56.5,0.017699115044247787
2015,"Pale-billed Woodpecker",Campephilus guatemalensis,0,85.5,0
2016,"Pale-billed Woodpecker",Campephilus guatemalensis,3,73.75,0.04067796610169491
2017,"Pale-billed Woodpecker",Campephilus guatemalensis,2,51,0.0392156862745098
2018,"Pale-billed Woodpecker",Campephilus guatemalensis,2,33.91,0.058979652020053085
2019,"Pale-billed Woodpecker",Campephilus guatemalensis,2,45.6,0.043859649122807015
2014,"Collared Forest-Falcon",Micrastur semitorquatus,0,56.5,0
2015,"Collared Forest-Falcon",Micrastur semitorquatus,0,85.5,0
2016,"Collared Forest-Falcon",Micrastur semitorquatus,0,73.75,0
2017,"Collared Forest-Falcon",Micrastur semitorquatus,0,51,0
2018,"Collared Forest-Falcon",Micrastur semitorquatus,1,33.91,0.029489826010026542
2019,"Collared Forest-Falcon",Micrastur semitorquatus,0,45.6,0
2014,"Crested Caracara",Caracara cheriway,19,56.5,0.336283185840708
2015,"Crested Caracara",Caracara cheriway,26,85.5,0.30409356725146197
2016,"Crested Caracara",Caracara cheriway,31,73.75,0.42033898305084744
2017,"Crested Caracara",Caracara cheriway,17,51,0.3333333333333333
2018,"Crested Caracara",Caracara cheriway,14,33.91,0.4128575641403716
2019,"Crested Caracara",Caracara cheriway,28,45.6,0.6140350877192983
2014,"Laughing Falcon",Herpetotheres cachinnans,0,56.5,0
2015,"Laughing Falcon",Herpetotheres cachinnans,2,85.5,0.023391812865497075
2016,"Laughing Falcon",Herpetotheres cachinnans,1,73.75,0.013559322033898305
2017,"Laughing Falcon",Herpetotheres cachinnans,1,51,0.0196078431372549
2018,"Laughing Falcon",Herpetotheres cachinnans,1,33.91,0.029489826010026542
2019,"Laughing Falcon",Herpetotheres cachinnans,1,45.6,0.021929824561403508
2014,"American Kestrel",Falco sparverius,5,56.5,0.08849557522123894
2015,"American Kestrel",Falco sparverius,3,85.5,0.03508771929824561
2016,"American Kestrel",Falco sparverius,7,73.75,0.09491525423728814
2017,"American Kestrel",Falco sparverius,0,51,0
2018,"American Kestrel",Falco sparverius,1,33.91,0.029489826010026542
2019,"American Kestrel",Falco sparverius,13,45.6,0.2850877192982456
2014,"Bat Falcon",Falco rufigularis,0,56.5,0
2015,"Bat Falcon",Falco rufigularis,5,85.5,0.05847953216374269
2016,"Bat Falcon",Falco rufigularis,2,73.75,0.02711864406779661
2017,"Bat Falcon",Falco rufigularis,2,51,0.0392156862745098
2018,"Bat Falcon",Falco rufigularis,3,33.91,0.08846947803007964
2019,"Bat Falcon",Falco rufigularis,2,45.6,0.043859649122807015
2014,"Peregrine Falcon",Falco peregrinus,0,56.5,0
2015,"Peregrine Falcon",Falco peregrinus,1,85.5,0.011695906432748537
2016,"Peregrine Falcon",Falco peregrinus,3,73.75,0.04067796610169491
2017,"Peregrine Falcon",Falco peregrinus,0,51,0
2018,"Peregrine Falcon",Falco peregrinus,0,33.91,0
2019,"Peregrine Falcon",Falco peregrinus,2,45.6,0.043859649122807015
2014,"Orange-chinned Parakeet",Brotogeris jugularis,88,56.5,1.5575221238938053
2015,"Orange-chinned Parakeet",Brotogeris jugularis,125,85.5,1.4619883040935673
2016,"Orange-chinned Parakeet",Brotogeris jugularis,112,73.75,1.5186440677966102
2017,"Orange-chinned Parakeet",Brotogeris jugularis,67,51,1.3137254901960784
2018,"Orange-chinned Parakeet",Brotogeris jugularis,74,33.91,2.182247124741964
2019,"Orange-chinned Parakeet",Brotogeris jugularis,58,45.6,1.2719298245614035
2014,"Red-lored Parrot",Amazona autumnalis,17,56.5,0.3008849557522124
2015,"Red-lored Parrot",Amazona autumnalis,3,85.5,0.03508771929824561
2016,"Red-lored Parrot",Amazona autumnalis,0,73.75,0
2017,"Red-lored Parrot",Amazona autumnalis,0,51,0
2018,"Red-lored Parrot",Amazona autumnalis,2,33.91,0.058979652020053085
2019,"Red-lored Parrot",Amazona autumnalis,0,45.6,0
2014,"Yellow-naped Parrot",Amazona auropalliata,15,56.5,0.26548672566371684
2015,"Yellow-naped Parrot",Amazona auropalliata,28,85.5,0.32748538011695905
2016,"Yellow-naped Parrot",Amazona auropalliata,28,73.75,0.37966101694915255
2017,"Yellow-naped Parrot",Amazona auropalliata,8,51,0.1568627450980392
2018,"Yellow-naped Parrot",Amazona auropalliata,11,33.91,0.32438808611029196
2019,"Yellow-naped Parrot",Amazona auropalliata,17,45.6,0.37280701754385964
2014,"White-fronted Parrot",Amazona albifrons,21,56.5,0.37168141592920356
2015,"White-fronted Parrot",Amazona albifrons,222,85.5,2.5964912280701755
2016,"White-fronted Parrot",Amazona albifrons,77,73.75,1.0440677966101695
2017,"White-fronted Parrot",Amazona albifrons,42,51,0.8235294117647058
2018,"White-fronted Parrot",Amazona albifrons,92,33.91,2.713063992922442
2019,"White-fronted Parrot",Amazona albifrons,51,45.6,1.118421052631579
2014,"Mealy Parrot",Amazona farinosa,2,56.5,0.035398230088495575
2015,"Mealy Parrot",Amazona farinosa,0,85.5,0
2016,"Mealy Parrot",Amazona farinosa,0,73.75,0
2017,"Mealy Parrot",Amazona farinosa,0,51,0
2018,"Mealy Parrot",Amazona farinosa,6,33.91,0.17693895606015927
2019,"Mealy Parrot",Amazona farinosa,0,45.6,0
2014,"Orange-fronted Parakeet",Eupsittula canicularis,264,56.5,4.672566371681416
2015,"Orange-fronted Parakeet",Eupsittula canicularis,157,85.5,1.8362573099415205
2016,"Orange-fronted Parakeet",Eupsittula canicularis,264,73.75,3.5796610169491525
2017,"Orange-fronted Parakeet",Eupsittula canicularis,99,51,1.9411764705882353
2018,"Orange-fronted Parakeet",Eupsittula canicularis,224,33.91,6.605721026245946
2019,"Orange-fronted Parakeet",Eupsittula canicularis,90,45.6,1.9736842105263157
2014,"Crimson-fronted Parakeet",Psittacara finschi,20,56.5,0.35398230088495575
2015,"Crimson-fronted Parakeet",Psittacara finschi,70,85.5,0.8187134502923976
2016,"Crimson-fronted Parakeet",Psittacara finschi,0,73.75,0
2017,"Crimson-fronted Parakeet",Psittacara finschi,0,51,0
2018,"Crimson-fronted Parakeet",Psittacara finschi,0,33.91,0
2019,"Crimson-fronted Parakeet",Psittacara finschi,0,45.6,0
2014,"Barred Antshrike",Thamnophilus doliatus,0,56.5,0
2015,"Barred Antshrike",Thamnophilus doliatus,3,85.5,0.03508771929824561
2016,"Barred Antshrike",Thamnophilus doliatus,3,73.75,0.04067796610169491
2017,"Barred Antshrike",Thamnophilus doliatus,1,51,0.0196078431372549
2018,"Barred Antshrike",Thamnophilus doliatus,0,33.91,0
2019,"Barred Antshrike",Thamnophilus doliatus,5,45.6,0.10964912280701754
